,Unnamed: 0,numServices,robots,totalscans,detections,vt_class,entropy,numDigits,urlLength,numParams,hasHttp,hasHttps,bodyLength,numTitles,numImages,numLinks,scriptLength,specialChars,ext,dsr,dse,sscr,sbr,bscr
168,168,10,False,71,17,Malicious,-4.9832730086224934,17,160,0,True,False,0,0,0,0,0,0,html,94,271,0.0,0.0,0.0
169,169,0,False,76,13,Malicious,-4.660058196536774,4,42,0,False,True,0,0,0,0,0,0,net,0,0,0.0,0.0,0.0
170,170,10,False,76,6,Benign,-4.426572269745823,6,83,0,True,False,50576,7,4,538,8579,11933,ua,0,0,0.7189306963881673,0.16962590952230308,0.23594194875039545
171,171,2,False,76,5,Benign,-4.230101559263458,4,93,0,True,False,15239,2,1,4,7945,3853,html,3467,550,2.0620295873345444,0.5213596692696371,0.25283811273705625
172,172,1,False,71,14,Malicious,-4.178681376823498,1,84,0,True,False,0,0,0,0,0,0,com,0,0,0.0,0.0,0.0
173,173,13,False,76,16,Malicious,-4.60594694789981,2,105,0,True,False,164,1,0,0,0,28,php,0,0,0.0,0.0,0.17073170731707318
174,174,2,False,76,6,Benign,-4.5213971978363725,20,87,0,True,False,14714,0,2,10,3353,3425,com,2645,276,0.978978102189781,0.22787821122740248,0.23277151012641023
175,175,2,False,76,6,Benign,-4.426679297340732,8,86,0,True,False,221219,22,49,98,40961,48984,com,5709,134,0.8362118242691491,0.18516040665584782,0.22142763505847146
176,176,2,False,76,7,Benign,-5.407664375996612,10,111,0,False,True,1553,0,0,3,0,329,com,8260,3061,0.0,0.0,0.21184803605924019
177,177,3,False,76,9,Benign,-4.053065578877498,0,41,0,False,True,11929,1,0,1,11724,3550,com,7708,692,3.302535211267606,0.9828149886830413,0.2975940984156258
178,178,5,False,76,5,Benign,-3.9628520895163923,0,85,0,True,False,89236,9,13,56,9585,19497,com,3521,1226,0.49161409447607324,0.10741180689407863,0.2184880541485499
179,179,1,False,76,6,Benign,-4.7804043848572775,5,83,1,True,False,18699,13,14,161,14569,4770,br,0,0,3.0542976939203355,0.779132573934435,0.25509385528637896
180,180,2,False,72,21,Malicious,-4.6912715590706195,4,69,0,True,False,426,0,0,0,415,37,com,418,312,11.216216216216216,0.9741784037558685,0.08685446009389672
181,181,2,False,76,6,Benign,-4.481120281429415,6,97,0,True,False,17090,2,24,124,11837,5014,com,4925,3126,2.3607897885919424,0.6926272674078409,0.2933879461673493
182,182,0,False,71,14,Malicious,-3.753432822006452,0,36,0,True,False,0,0,0,0,0,0,us,84,281,0.0,0.0,0.0
183,183,2,False,76,5,Benign,-4.625042130826605,19,102,0,True,False,14624,0,15,251,9505,4060,com,6551,1118,2.3411330049261085,0.6499589715536105,0.2776258205689278
184,184,2,False,71,7,Benign,-4.947748945330327,5,92,1,True,False,3352,7,0,57,2487,886,html?top=3&period=,8020,379,2.8069977426636568,0.741945107398568,0.26431980906921243
185,185,2,False,71,7,Benign,-4.942704074265132,1,130,1,True,False,3352,7,0,57,2487,886,html?top=3&period=daily,8020,379,2.8069977426636568,0.741945107398568,0.26431980906921243
186,186,9,False,0,0,Benign,-3.9980509371469135,6,33,0,False,True,298,0,0,0,149,72,com,2009,182,2.0694444444444446,0.5,0.24161073825503357
187,187,3,False,76,10,Malicious,-4.946654888779778,49,168,0,True,False,11900,5,5,4,1389,3578,html,1447,743,0.388205701509223,0.11672268907563026,0.30067226890756305
188,188,2,False,76,5,Benign,-5.113068888506393,14,104,0,True,False,66713,79,22,215,53255,17962,G7,5795,0,2.9648702817058235,0.7982702022094644,0.26924287620104026
189,189,1,False,71,7,Benign,-4.4503205775365045,16,102,0,True,False,7294,32,45,275,3134,1885,jp,0,0,1.662599469496021,0.4296682204551686,0.25843158760625173
190,190,1,False,71,8,Benign,-4.708969625157139,13,95,0,True,False,0,1,0,0,0,0,html,198,167,0.0,0.0,0.0
191,191,0,False,76,14,Malicious,-3.908119107310527,0,47,0,False,True,0,0,0,0,0,0,com,84,281,0.0,0.0,0.0
192,192,0,False,0,0,Benign,-4.648476699401247,55,126,0,False,True,0,0,0,0,0,0,com,89,276,0.0,0.0,0.0
193,193,0,False,76,14,Malicious,-4.196137213706948,1,60,0,False,True,0,0,0,0,0,0,com,0,0,0.0,0.0,0.0
194,194,1,False,76,6,Benign,-4.937084520093618,12,87,3,True,False,0,1,0,0,0,0,php?bo_table=torrent_movie&wr_id=145209&k=19%EA%B8%88&page=1,1861,330,0.0,0.0,0.0
195,195,2,False,76,7,Benign,-4.178833068298884,0,55,0,True,False,92,1,0,0,0,18,aspx,8109,290,0.0,0.0,0.1956521739130435
196,196,2,False,76,6,Benign,-4.138709251617065,19,92,0,True,False,88885,55,45,314,76119,26019,ua,0,0,2.925515969099504,0.8563762164594702,0.29272655678685944
197,197,2,False,76,6,Benign,-4.4396013446287075,6,85,0,True,False,325919,12,12,22,306395,84183,com,5465,13,3.6396303291638454,0.940095545212154,0.2582942387525735
198,198,11,False,76,14,Malicious,-4.35333654900275,0,84,0,False,True,164,1,0,0,0,28,com,2097,94,0.0,0.0,0.17073170731707318
199,199,13,False,70,8,Benign,-3.6225797618424913,0,30,0,False,True,186,1,0,0,0,31,php,5359,484,0.0,0.0,0.16666666666666666
200,200,10,False,76,13,Malicious,-4.455198328694545,0,110,0,False,True,0,0,0,0,0,0,htm,5079,34,0.0,0.0,0.0
201,201,2,False,76,6,Benign,-4.777971177325012,23,93,0,False,True,0,0,0,0,0,0,html?37410712796374757197976,5570,273,0.0,0.0,0.0
202,202,2,False,71,7,Benign,-4.440384072249503,7,94,0,True,False,26872,18,7,147,23226,5808,com,6242,332,3.99896694214876,0.864319738017267,0.2161357546888955
203,203,11,False,76,9,Benign,-4.224117662343592,2,46,0,False,True,164,1,0,0,0,28,com,6522,52,0.0,0.0,0.17073170731707318
204,204,2,False,66,7,Benign,-4.6857101950903495,19,93,0,True,False,156430,16,22,126,50724,36026,uk,8670,2972,1.407983123299839,0.3242600524196126,0.2303010931407019
205,205,2,False,71,7,Benign,-3.496158675672893,32,130,0,True,False,0,0,0,0,0,0,ru,4041,341,0.0,0.0,0.0
206,206,9,False,71,7,Benign,-4.100174040608456,0,147,0,True,False,218111,9,4,45,216347,57393,com,3675,342,3.7695712020629695,0.9919123748916836,0.2631366597741517
207,207,2,False,76,10,Malicious,-5.878439210044327,65,396,0,True,False,64,1,0,0,0,11,net,4025,357,0.0,0.0,0.171875
208,208,2,False,76,6,Benign,-4.858871992442327,19,104,1,False,True,21016,0,1,0,20971,7293,com,5756,87,2.87549705196764,0.997858774267225,0.3470213170917396
209,209,0,False,72,19,Malicious,-4.283958905656312,2,75,0,False,True,0,0,0,0,0,0,html,0,0,0.0,0.0,0.0
210,210,2,False,76,8,Benign,-4.571860873964195,3,35,0,False,True,82882,0,1,4,43203,23202,gle,0,0,1.8620377553659166,0.5212591394995294,0.2799401558842692
211,211,2,False,76,10,Malicious,-3.537546408422564,0,31,0,False,True,2758,1,1,2,0,733,com,5143,335,0.0,0.0,0.26577229876722264
212,212,1,False,71,7,Benign,-4.213326384940458,6,86,0,True,False,23401,17,9,277,13825,5867,com,3558,280,2.3564002045338333,0.5907867185163027,0.25071578137686423
213,213,2,False,0,0,Benign,-5.92665153096945,78,468,0,False,True,7476,1,0,0,7362,2106,net,4025,357,3.4957264957264957,0.9847512038523274,0.28170144462279295
214,214,2,False,76,8,Benign,-5.879544440553371,85,472,0,False,True,7476,1,0,0,7362,2106,net,4025,357,3.4957264957264957,0.9847512038523274,0.28170144462279295
215,215,7,False,72,11,Malicious,-4.0360757307326445,0,79,0,False,True,5553,2,4,19,4891,1718,com,1448,377,2.846915017462165,0.8807851611741401,0.309382315865298
216,216,2,False,72,21,Malicious,-4.609600210588607,3,70,0,True,False,92,1,0,0,0,18,com,418,312,0.0,0.0,0.1956521739130435
217,217,5,False,71,7,Benign,-4.37282173119345,6,118,0,True,False,961,2,0,0,0,200,html,0,0,0.0,0.0,0.2081165452653486
218,218,1,False,71,7,Benign,-4.331253239011113,8,86,0,True,False,26073,18,10,282,13399,6341,com,8944,280,2.113073647689639,0.5139032715836306,0.24320177961876271
219,219,0,False,76,15,Malicious,-4.311184718247834,2,68,0,False,True,0,0,0,0,0,0,php,95,270,0.0,0.0,0.0
220,220,2,False,76,6,Benign,-4.495132928629338,3,105,8,True,False,34,1,0,0,0,6,php?board=scary&bm=view&no=90&category=&auth=&page=1&search=&keyword=&recom=,994,101,0.0,0.0,0.17647058823529413
221,221,5,False,76,7,Benign,-3.8713513384849785,0,37,0,True,False,20896,1,1,0,20783,6988,com,3182,105,2.9740984544934173,0.9945922664624809,0.33441807044410415
222,222,2,False,76,6,Benign,-4.6593465007702015,15,117,0,True,False,147307,16,21,121,42332,32803,uk,8670,2972,1.2904917233179891,0.28737262994969687,0.22268459747330405
223,223,2,False,76,6,Benign,-4.498705606445141,19,87,0,True,False,14714,0,2,10,3353,3425,com,2645,276,0.978978102189781,0.22787821122740248,0.23277151012641023
224,224,2,False,0,0,Benign,-5.930570302417362,69,390,0,False,True,64,1,0,0,0,11,net,4025,357,0.0,0.0,0.171875
225,225,2,False,71,7,Benign,-4.570665565647606,8,122,0,True,False,38993,1,0,159,2793,8712,de,0,0,0.3205922865013774,0.07162824096632729,0.22342471725694354
226,226,5,False,76,6,Benign,-4.418581000831467,8,89,0,True,False,40473,6,64,502,21405,10876,net,4535,578,1.9680948878264068,0.5288710992513528,0.2687223581152867
227,227,0,False,72,17,Malicious,-4.264578373902381,0,35,0,True,False,0,0,0,0,0,0,xyz,94,271,0.0,0.0,0.0
228,228,1,False,71,7,Benign,-4.249144006585296,0,86,0,False,True,133588,12,12,65,97241,33207,com,6152,3344,2.9283283645014606,0.7279171781896577,0.2485777165613678
229,229,2,True,76,5,Benign,-4.723472097339758,28,180,3,True,False,3141,0,0,0,3141,942,do?_method=itemAreaList&area1=%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C&area2=%EC%84%9C%EA%B5%AC&area3=%EA%B2%80%EC%95%94%EB%8F%99,8842,655,3.3343949044585988,1.0,0.29990448901623684
230,230,2,False,72,21,Malicious,-4.596422660571426,5,70,0,True,False,92,1,0,0,0,18,com,418,312,0.0,0.0,0.1956521739130435
231,231,1,False,71,7,Benign,-4.579549999885463,6,92,0,True,False,16833,3,204,243,7611,4209,com,5638,570,1.8082679971489666,0.45214756727856,0.25004455533772946
232,232,3,False,76,6,Benign,-4.593426322800836,21,84,0,True,False,6715,19,17,262,3923,1799,com,2909,377,2.1806559199555307,0.5842144452717796,0.26790766939687266
233,233,2,False,0,0,Benign,-5.9078219660407285,79,468,0,False,True,0,0,0,0,0,0,net,4025,357,0.0,0.0,0.0
234,234,2,False,76,18,Malicious,-4.050931304471527,0,52,0,False,True,0,0,0,0,0,0,no,0,0,0.0,0.0,0.0
235,235,1,False,76,5,Benign,-5.014671143703734,41,164,0,True,False,3240,0,0,0,3240,1123,m2tv,3286,366,2.8851291184327694,1.0,0.34660493827160493
236,236,0,False,76,15,Malicious,-4.177566232096527,0,42,0,False,True,0,0,0,0,0,0,verification,0,0,0.0,0.0,0.0
237,237,19,False,76,6,Benign,-3.5889386579862816,78,236,0,True,False,4584,18,26,74,2657,1309,net,2595,326,2.0297937356760887,0.5796247818499127,0.2855584642233857
238,238,7,False,77,17,Malicious,-4.106198332810094,0,40,0,False,True,49,1,0,0,0,12,php,290,805,0.0,0.0,0.24489795918367346
239,239,2,False,71,7,Benign,-4.470082330632806,8,87,0,True,False,38993,1,0,159,2793,8712,de,0,0,0.3205922865013774,0.07162824096632729,0.22342471725694354
240,240,2,False,72,8,Benign,-5.388369696266193,10,111,0,False,True,1553,0,0,3,0,329,com,8260,3061,0.0,0.0,0.21184803605924019
241,241,2,False,71,10,Malicious,-4.031401845392171,0,30,0,False,True,8085,0,0,0,7633,2696,co,1370,90,2.831231454005935,0.9440940012368584,0.3334570191713049
242,242,2,False,76,5,Benign,-4.676585820981421,6,110,0,True,False,17678,19,4,79,14695,4077,html,5795,0,3.604365955359333,0.8312591922163141,0.23062563638420636
243,243,2,False,72,21,Malicious,-4.606377889314571,3,70,0,True,False,425,0,0,0,414,36,com,418,312,11.5,0.9741176470588235,0.08470588235294117
244,244,2,False,76,6,Benign,-4.584246979725574,10,87,0,True,False,41226,26,36,207,25316,11201,com,5721,852,2.2601553432729222,0.6140784941541746,0.27169747246883036
245,245,14,False,76,6,Benign,-3.597233176541616,28,226,0,True,False,21881,2,7,151,14727,5824,gr,0,0,2.5286744505494507,0.6730496778026599,0.2661669941958777
246,246,2,False,71,7,Benign,-4.532489886087345,20,110,0,True,False,87196,55,43,302,75951,25684,ua,0,0,2.9571328453511914,0.8710376622780861,0.2945547960915638
247,247,9,False,76,5,Benign,-4.572870886988503,7,103,0,True,False,889,9,0,2,0,176,html?href=inner_website,1903,288,0.0,0.0,0.19797525309336333
248,248,12,False,76,15,Malicious,-5.9477620107663345,73,468,1,True,False,22725,38,47,81,7281,5928,html?cep=I4xlt6qyfvKAouj17bl0GgrDUdtkOlavB3mf1_D0fXNuGtw_DmNFBjl3UAInjcz-f7_r_VPLfq3DPoFT6MLzGCOKX2mziiNkbXX6tbAnCdeRsX4ABpF5VnqWmC7CyiqY7voDjgBJkgutijObjvCBFBdYHXz7jAd1Ge22nskeQfe4KStJbwdgMb0eDM4ZFD8rTkZ39FSmbFtmTb-1_x6P1_MkAn3TD6CmKek9ERbZrbDxd8FQlhZEipO2vYfAO-y1VWX6E4Dkh8KJI6K4NzGAhhKlKxRmmYnHALWyRjyyfPMoO9mw-XW90kZ60gFTnO-egF2YDuMH8T6kwR4azhAOcIMtV-nsdOdym70NCJti2g0&lptoken=15de79d151f677f90875,649,81,1.2282388663967612,0.3203960396039604,0.26085808580858083
249,249,2,False,0,0,Benign,-5.583808119043436,13,188,1,False,True,1553,0,0,3,0,329,com,8260,3061,0.0,0.0,0.21184803605924019
250,250,17,False,76,7,Benign,-3.92550780466282,0,49,0,False,True,105640,22,43,467,26932,23535,it,550,298,1.1443382196728278,0.2549413101098069,0.22278492995077623
251,251,2,False,76,6,Benign,-4.652486423289911,15,120,0,True,False,87437,3,3,130,83705,26377,com,8144,255,3.1734086514766653,0.9573178402735684,0.3016686299850178
252,252,1,False,71,7,Benign,-4.508217841336047,6,94,0,True,False,13658,3,61,143,7599,3543,com,5638,570,2.144792548687553,0.5563772148191536,0.2594084053302094
253,253,0,False,71,12,Malicious,-3.7834651896016473,5,25,0,True,False,0,0,0,0,0,0,net,84,281,0.0,0.0,0.0
254,254,0,False,72,15,Malicious,-4.417131373320367,3,54,0,False,True,0,0,0,0,0,0,promo,0,0,0.0,0.0,0.0
255,255,2,False,71,10,Malicious,-4.394531545943952,7,43,0,True,False,41,1,0,0,0,6,ru,4288,94,0.0,0.0,0.14634146341463414
256,256,2,False,71,7,Benign,-4.582837489776769,5,112,0,True,False,3433,3,5,67,1887,886,com,5083,395,2.12979683972912,0.549665016020973,0.25808330905913196
257,257,2,False,71,12,Malicious,-3.896291529045927,0,28,0,False,True,0,0,0,0,0,0,ru,360,5,0.0,0.0,0.0
258,258,2,False,71,7,Benign,-4.593367010157618,5,90,0,True,False,17678,19,4,79,14695,4077,html,5795,0,3.604365955359333,0.8312591922163141,0.23062563638420636
259,259,2,False,0,0,Benign,-3.979097891134804,2,26,0,False,True,238,1,1,1,116,48,ly,0,0,2.4166666666666665,0.48739495798319327,0.20168067226890757
260,260,9,False,76,5,Benign,-4.513041446157796,8,92,0,True,False,21231,23,8,145,13274,5742,com,4285,97,2.31173807035876,0.6252178418350525,0.27045358202628234
261,261,10,False,71,8,Benign,-3.3995812306460635,0,30,0,True,False,79,1,0,0,0,17,jp,0,0,0.0,0.0,0.21518987341772153
262,262,2,False,76,5,Benign,-4.4060773211627,11,100,0,True,False,127294,1,0,20,10553,27136,com,7452,218,0.38889298349056606,0.08290257199868022,0.21317579775951734
263,263,4,False,71,8,Benign,-3.939470994001285,2,21,0,True,False,68453,0,3,37,42913,16865,ly,0,0,2.544500444707975,0.6268972871897507,0.24637342410120813
264,264,2,False,76,5,Benign,-4.472378088566368,20,87,0,True,False,0,0,0,0,0,0,com,2645,276,0.0,0.0,0.0
265,265,8,False,76,5,Benign,-4.440646643453566,8,96,0,True,False,65684,48,59,213,46999,18476,com,3438,1675,2.5437865338817924,0.7155319408075026,0.281286157968455
266,266,4,False,72,18,Malicious,-4.3975798365341765,0,83,0,False,True,56332,2,0,1,4719,14075,php,641,89,0.3352753108348135,0.08377121351984662,0.24985798480437407
267,267,2,False,76,6,Benign,-4.663403256471208,10,100,0,True,False,103661,37,21,186,50601,26580,com,8611,153,1.90372460496614,0.4881392230443465,0.2564127299562999
268,268,0,False,0,0,Benign,-5.041620028999926,5,65,0,False,True,0,0,0,0,0,0,php?pid=7rfyVw,84,281,0.0,0.0,0.0
269,269,2,False,71,7,Benign,-4.669639898140046,7,89,0,True,False,227249,21,15,140,42593,50684,com,8743,23,0.8403638229026912,0.18742876756333363,0.2230328846331557
270,270,2,False,71,7,Benign,-3.490601562950723,0,24,0,False,True,304086,89,103,292,263715,102507,com,6949,720,2.572653574877813,0.8672382155048243,0.3370987154949587
271,271,3,False,71,8,Benign,-4.629448407553168,20,102,0,True,False,25583,57,44,210,13639,7353,chn,0,0,1.8548891608867129,0.5331274674588594,0.28741742563421024
272,272,0,False,76,12,Malicious,-3.993730584231476,0,31,0,False,True,0,0,0,0,0,0,site,88,278,0.0,0.0,0.0
273,273,2,False,71,7,Benign,-3.8641864449394303,44,145,0,True,False,23287,0,3,36,794,3796,jp,0,0,0.20916754478398314,0.034096276892686905,0.16300940438871472
274,274,0,False,71,17,Malicious,-4.235731161841142,2,85,0,False,True,0,0,0,0,0,0,com,431,-67,0.0,0.0,0.0
275,275,2,False,76,8,Benign,-5.866162447438301,102,456,0,False,True,7476,1,0,0,7362,2106,net,4025,357,3.4957264957264957,0.9847512038523274,0.28170144462279295
276,276,0,False,76,11,Malicious,-5.093799638937536,6,69,0,False,True,0,0,0,0,0,0,php?pid=6WIN5X,0,0,0.0,0.0,0.0
277,277,2,False,76,6,Benign,-4.088954658543058,74,198,0,True,False,853,0,0,0,853,285,com,7900,499,2.992982456140351,1.0,0.33411488862837047
278,278,10,False,76,15,Malicious,-4.503534292829909,15,109,0,True,False,158,1,0,0,0,26,html,0,0,0.0,0.0,0.16455696202531644
279,279,12,False,76,6,Benign,-4.522928129813916,8,133,0,True,False,18416,23,10,140,13503,5069,start,4285,97,2.663839021503255,0.7332211120764552,0.27524978279756734
280,280,2,False,76,15,Malicious,-4.721749048347785,17,77,0,False,True,7628,0,1,1,7555,2570,br,0,0,2.9396887159533076,0.9904299947561616,0.33691662296801256
281,281,2,False,71,7,Benign,-4.753726357589375,13,106,0,True,False,79867,125,48,263,63637,21244,pl,5795,0,2.9955281491244587,0.7967871586512577,0.26599221205253737
282,282,2,False,77,12,Malicious,-4.32323142879762,0,30,0,False,True,2758,1,1,2,0,733,com,5143,335,0.0,0.0,0.26577229876722264
283,283,8,False,71,7,Benign,-4.8458489680797765,34,95,0,True,False,100165,2,8,54,99134,22381,com,8762,369,4.429382065144543,0.9897069834772625,0.22344132181899864
284,284,2,False,76,5,Benign,-4.205609599427451,6,101,0,True,False,28403,26,36,212,18856,8675,html,0,0,2.1736023054755043,0.6638735344857938,0.30542548322360313
285,285,2,False,76,5,Benign,-4.404129325677482,8,106,0,True,False,18166,1,10,32,15770,4631,com,9706,1980,3.4053120276398188,0.8681052515688649,0.25492678630408455
286,286,1,False,71,7,Benign,-4.969838181364046,50,166,0,True,False,3240,0,0,0,3240,1123,jpg,3286,366,2.8851291184327694,1.0,0.34660493827160493
287,287,5,False,71,15,Malicious,-4.271596707854373,0,57,0,False,True,87,1,0,0,0,17,org,7166,138,0.0,0.0,0.19540229885057472
288,288,0,False,76,9,Benign,-3.4992275417233563,0,21,0,False,True,0,0,0,0,0,0,press,109,257,0.0,0.0,0.0
289,289,0,False,71,16,Malicious,-4.006573937300011,0,39,0,False,True,0,0,0,0,0,0,com,0,0,0.0,0.0,0.0
290,290,0,False,0,0,Benign,-4.318902085446847,2,48,0,True,False,0,0,0,0,0,0,com,131,234,0.0,0.0,0.0
291,291,2,False,72,17,Malicious,-4.041428417105574,0,53,0,False,True,0,0,0,0,0,0,no,0,0,0.0,0.0,0.0
292,292,0,False,76,14,Malicious,-4.023652102412949,0,42,0,True,False,0,0,0,0,0,0,com,0,0,0.0,0.0,0.0
293,293,2,False,76,6,Benign,-4.21731177399309,45,131,0,True,False,12745,2,2,30,12180,3631,com,4167,1310,3.3544478105205178,0.9556688897606904,0.2848960376618282
294,294,2,False,76,5,Benign,-4.738644267921715,20,105,0,True,False,202085,18,9,75,35514,44826,com,6762,177,0.7922634185517333,0.1757379320582923,0.22181755202018952
295,295,2,False,71,7,Benign,-4.602105560338936,10,84,0,True,False,219086,22,11,108,36713,48642,com,8743,23,0.754759261543522,0.16757346430168973,0.22202240216170818
296,296,0,False,76,9,Benign,-4.650813486058388,50,125,0,False,True,0,0,0,0,0,0,com,96,269,0.0,0.0,0.0
297,297,2,False,76,11,Malicious,-5.924238883224041,94,544,0,False,True,64,1,0,0,0,11,net,4025,357,0.0,0.0,0.171875
298,298,0,False,66,7,Benign,-4.202038059910688,0,86,0,True,False,0,0,0,0,0,0,com,5789,54,0.0,0.0,0.0
299,299,1,False,76,5,Benign,-4.993421681152488,33,128,0,True,False,3240,0,0,0,3240,1123,ettv,3286,366,2.8851291184327694,1.0,0.34660493827160493
300,300,2,False,0,0,Benign,-5.929684048829429,97,488,0,False,True,7476,1,0,0,7362,2106,net,4025,357,3.4957264957264957,0.9847512038523274,0.28170144462279295
301,301,0,False,77,12,Malicious,-4.257618962553848,0,57,0,False,True,0,0,0,0,0,0,php,0,0,0.0,0.0,0.0
302,302,2,False,71,19,Malicious,-4.043057694064253,1,34,0,True,False,92,1,0,0,0,18,com,88,277,0.0,0.0,0.1956521739130435
303,303,19,False,66,7,Benign,-3.401609516400773,133,393,0,True,False,2643,2,3,17,2396,840,net,2595,326,2.8523809523809525,0.9065455921301552,0.3178206583427923
304,304,2,False,76,9,Benign,-4.23208523264879,0,49,0,True,False,0,0,0,0,0,0,com,6593,346,0.0,0.0,0.0
305,305,0,False,0,0,Benign,-3.9101792788836383,0,31,0,False,True,0,0,0,0,0,0,com,222,143,0.0,0.0,0.0
306,306,0,False,72,16,Malicious,-4.321157232171245,4,49,0,True,False,0,0,0,0,0,0,php,2099,457,0.0,0.0,0.0
307,307,0,False,77,17,Malicious,-4.002268084440844,0,31,0,False,True,0,0,0,0,0,0,icu,0,0,0.0,0.0,0.0
308,308,2,False,76,6,Benign,-4.491854073090842,0,84,0,True,False,58132,28,21,106,38869,14553,com,5478,365,2.6708582422868137,0.6686334548957545,0.2503440445881786
309,309,1,False,76,6,Benign,-4.541698078500576,8,89,0,True,False,23064,17,5,281,12667,5682,com,5966,280,2.229320661738824,0.5492108914325355,0.2463579604578564
310,310,2,False,71,7,Benign,-4.588970171140316,7,94,0,True,False,18689,10,12,32,13147,4684,com,9706,1980,2.806789069171648,0.7034619294772326,0.25062871207662263
311,311,3,False,76,6,Benign,-4.550454412390874,17,84,0,True,False,7030,26,24,278,3923,1847,com,2909,377,2.123984840281538,0.5580369843527738,0.2627311522048364
312,312,2,False,76,5,Benign,-4.491212982685234,6,94,0,True,False,14883,6,7,125,10311,4009,com,9052,443,2.571963083063108,0.6928038701874623,0.26936773499966404
313,313,2,False,71,8,Benign,-4.5211853051465205,3,104,8,True,False,34,1,0,0,0,6,php?board=love&bm=view&no=84&category=&auth=&page=1&search=&keyword=&recom=,994,101,0.0,0.0,0.17647058823529413
314,314,8,False,76,12,Malicious,-3.925405392539033,0,37,0,False,True,1018,4,0,1,30,204,php,101,264,0.14705882352941177,0.029469548133595286,0.20039292730844793
315,315,2,False,76,5,Benign,-4.096082834912678,37,116,0,True,False,20361,3,49,222,13768,5657,in,3888,129,2.433798833303871,0.6761946859191592,0.27783507686262954
316,316,11,False,76,12,Malicious,-4.211504408568476,0,38,0,True,False,392,1,0,0,0,66,html,0,0,0.0,0.0,0.1683673469387755
317,317,2,False,71,8,Benign,-4.321790751528714,10,83,0,True,False,27814,45,32,258,19070,8598,html,0,0,2.2179576645731567,0.6856259437693248,0.3091249011289279
318,318,2,False,72,21,Malicious,-4.6787797538706215,4,68,0,True,False,423,0,0,0,412,36,com,418,312,11.444444444444445,0.9739952718676123,0.0851063829787234
319,319,0,False,66,7,Benign,-4.174620156434909,0,97,0,True,False,0,0,0,0,0,0,com,5789,54,0.0,0.0,0.0
320,320,0,False,76,14,Malicious,-3.8250705203641813,0,40,0,False,True,0,0,0,0,0,0,com,0,0,0.0,0.0,0.0
321,321,2,False,76,13,Malicious,-4.0775671571169285,0,40,0,False,True,271,3,0,3,0,51,com,4545,203,0.0,0.0,0.1881918819188192
322,322,2,False,63,6,Benign,-4.601750338087662,8,135,0,True,False,721327,21,117,140,713026,181930,com,8144,255,3.9192326719067774,0.9884920431371624,0.2522157079937393
323,323,0,False,76,9,Benign,-4.839364454101657,3,64,0,False,True,0,0,0,0,0,0,php?pid=zOhGLQ,84,281,0.0,0.0,0.0
324,324,8,False,63,6,Benign,-4.732983161049544,22,84,0,True,False,84319,8,6,66,81284,31609,to,0,0,2.571546078648486,0.9640057401060259,0.3748739904410631
325,325,3,False,0,0,Benign,-4.173909931130747,2,41,0,False,True,11929,1,0,1,11724,3550,com,7708,692,3.302535211267606,0.9828149886830413,0.2975940984156258
326,326,0,False,71,11,Malicious,-4.137537511266052,3,28,0,True,False,0,0,0,0,0,0,com,86,279,0.0,0.0,0.0
327,327,13,False,76,7,Benign,-4.884741979966562,51,115,1,False,True,0,0,0,0,0,0,113&sub3=140288265_2567082_3702,153,212,0.0,0.0,0.0
328,328,8,False,76,5,Benign,-4.5732496034582315,27,125,0,True,False,9110,46,6,110,7231,2242,html,6692,1708,3.2252453166815345,0.7937431394072448,0.24610318331503842
329,329,0,False,70,7,Benign,-4.4470626912337945,5,89,0,True,False,0,0,0,0,0,0,com,6403,171,0.0,0.0,0.0
330,330,2,False,76,14,Malicious,-4.662350870275864,16,72,0,True,False,41,1,0,0,0,6,ru,4288,94,0.0,0.0,0.14634146341463414
331,331,2,True,76,6,Benign,-4.625373434504309,27,129,4,True,False,3141,0,0,0,3141,942,do?_method=itemCateList&free1=pc&free2=007001009008&free3=item&disp_no=007001009008,8842,655,3.3343949044585988,1.0,0.29990448901623684
332,332,1,False,71,7,Benign,-4.601424579628327,15,96,5,True,False,0,0,0,0,0,0,php?name1st=%E3%81%93&all=1&all2=1&all3=1&all4=1&p=11,5091,1848,0.0,0.0,0.0
333,333,2,False,76,5,Benign,-3.427333493898264,0,21,0,False,True,7789,14,2,178,4724,2305,com,6949,720,2.049457700650759,0.6064963409937091,0.2959301579150083
334,334,0,False,76,12,Malicious,-4.009523959475164,0,36,0,True,False,0,0,0,0,0,0,com,1019,76,0.0,0.0,0.0
335,335,0,False,72,15,Malicious,-4.417131373320367,3,54,0,False,True,0,0,0,0,0,0,promo,0,0,0.0,0.0,0.0
336,336,2,False,76,6,Benign,-4.383106646874459,6,94,0,True,False,16714,1,4,31,13716,4326,com,9706,1980,3.1705963938973647,0.8206294124685892,0.2588249371784133
337,337,2,False,77,13,Malicious,-4.1506265544872525,0,41,0,False,True,2758,1,1,2,0,733,com,5143,335,0.0,0.0,0.26577229876722264
338,338,19,False,66,7,Benign,-3.5666020456400584,77,256,0,True,False,6202,35,34,60,3294,1677,net,2595,326,1.964221824686941,0.5311189938729443,0.27039664624314735
